,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Final Region,p1_z,p2_z,p3_z,rating
2179,SD Jack ,1994,2,2,0,7,6,3,8,87,0,0,0,SA,5.525518529854028e-07,0.0,0.02768753793034667,0.002586664999895367
2070,NM Kulkarni ,1997,10,5,3,11,5,5,20,55,0,0,1,INDIA,2.0720694486952665e-05,0.0,0.02750568218039356,0.0025734442925586095
2060,SF Burger ,2003,2,2,0,11,6,5,20,55,0,0,0,NAM,2.3022993874391925e-06,0.0,0.02750568218039356,0.002570003010304394
2073,B Reddy ,1978,3,2,2,11,8,0,20,55,0,0,0,INDIA,0.0,0.0,0.02750568218039356,0.002569572850022622
2080,Zahid Shah ,2008,2,2,2,11,6,0,20,55,0,0,0,UAE,0.0,0.0,0.02750568218039356,0.002569572850022622
2038,AM de Silva ,1986,4,2,0,12,8,6,24,50,0,0,0,SL,9.945933353737279e-06,0.0,0.027278362492952325,0.002550195003183522
2217,LN Oluoch ,2011,2,2,1,6,5,6,6,100,0,0,0,KENYA,8.288277794781126e-07,0.0,0.027278362492952325,0.0025484915684676835
2029,Usman Salahuddin ,2011,2,2,0,13,8,6,28,46,0,0,0,PAK,3.867862970897837e-06,0.0,0.02718743461797585,0.002540564924337085
1883,BM Mauricette ,1979,3,3,0,20,15,6,68,29,0,0,1,CAN,1.8786763001503676e-05,0.0,0.026369083743187173,0.002466902261639987
2083,Asif Masood ,1973,7,3,1,10,6,5,17,58,0,0,1,PAK,1.1741726875939835e-05,0.0,0.026369083743187173,0.0024655859711777573
2104,WA Wisneski ,2000,3,2,1,10,6,10,17,58,0,0,0,NZ,7.827817917293227e-06,0.0,0.026369083743187173,0.0024648546986987354
2001,Mohammad Akram ,1995,23,9,7,14,7,7,34,41,0,0,1,PAK,0.00012054839592631522,0.0,0.02609630011825761,0.0024604319789868446
2167,HS Williams ,1999,7,2,1,8,7,8,11,72,0,0,0,SA,1.215614076567886e-05,0.0,0.026187227993234037,0.0024486744886233532
2162,RL Sanghvi ,1998,10,2,0,8,8,4,11,72,0,0,1,INDIA,9.117105574259143e-06,0.0,0.026187227993234037,0.0024481066770514143
2044,TJ Jenner ,1975,1,1,0,12,12,12,25,48,0,0,0,AUS,0.0,0.0,0.026187227993234235,0.0024464032423355967
2111,SJ Chalmers ,2009,2,1,1,9,9,0,14,64,0,0,0,SCOT,0.0,0.0,0.026187227993234103,0.0024464032423355863
1991,Asif Mahmood ,1998,2,2,0,14,14,7,34,41,0,0,1,PAK,5.479472542105256e-06,0.0,0.02609630011825761,0.0024389325681036535
2017,NG Cowans ,1983,23,8,3,13,4,2,29,44,0,0,3,ENG,2.9377340183723903e-05,0.0,0.026005372243281248,0.002434903176125957
1771,Adeel Raja ,2002,21,12,2,28,8,2,139,20,0,0,4,NL,0.000128007845941618,0.0,0.025459804993422146,0.002402364508381941
1948,N Ifill ,2003,4,3,0,16,9,5,45,35,0,0,1,CAN,1.5540520865214455e-05,0.0,0.02545980499342212,0.002381351178617153
1843,Amir Hamza ,2012,31,16,9,23,7,3,94,24,0,0,1,AFG,0.00019477452817735416,0.0,0.02509609349351612,0.002380861333743243
1996,HS Dhillon ,2006,2,2,0,14,13,7,35,40,0,0,0,CAN,5.640633499225995e-06,0.0,0.025459804993422062,0.0023795014894055027
1981,DM Smith ,1986,2,2,1,15,10,15,40,37,0,0,0,ENG,1.381379632463512e-05,0.0,0.025232485305980826,0.002359792419149436
1982,LW Stokkers ,2008,1,1,1,15,15,0,40,37,0,0,0,NL,0.0,0.0,0.025232485305980826,0.0023572114574587745
1935,IT Iqbal ,1996,3,2,0,17,16,8,52,32,0,0,0,KENYA,1.9155130903493952e-05,0.0,0.024732381993610084,0.002314070884639106
1945,RW Anderson ,1976,2,2,1,16,12,16,46,34,0,0,0,NZ,1.6944923491552383e-05,0.0,0.024732381993610063,0.002313657930768604
2134,GP Sulzberger ,2000,3,2,1,9,6,9,15,60,0,0,0,NZ,6.216208346085777e-06,0.0,0.02455052624365697,0.002294664472450399
2136,VB van Jaarsveld ,2009,2,2,0,9,5,4,15,60,0,0,0,SA,1.3813796324635102e-06,0.0,0.02455052624365697,0.0022937611358586716
2173,WCA Ganegama ,2001,4,2,0,7,7,3,9,77,0,0,1,SL,1.8648625038257482e-06,0.0,0.024505062306168893,0.0022896042416665837
2000,AA Mallett ,1971,9,3,1,14,8,7,36,38,0,0,1,AUS,4.641435565077385e-05,0.0,0.024186814743750958,0.0022681972481600103
2248,PS Eaglestone ,2008,1,1,0,4,4,4,3,133,0,0,0,IRE,0.0,0.0,0.024186814743750885,0.002259525216879383
1951,SB Lama ,2004,1,1,1,16,16,0,48,33,0,0,0,HKG,0.0,0.0,0.024004958993798002,0.0022425363054742868
2165,DS Steele ,1976,1,1,0,8,8,8,12,66,0,0,0,ENG,0.0,0.0,0.024004958993797867,0.0022425363054742764
2022,RO Hurley ,2003,9,4,0,13,6,3,32,40,0,0,1,WI,1.7681659295532897e-05,0.0,0.023641247493892046,0.002211862113628132
2064,Haafiz Shahid ,1988,3,3,2,11,7,11,23,47,0,0,0,PAK,1.1649634900442224e-05,0.0,0.023504855681427222,0.0021979934101360402
2074,Saad Ali ,2019,2,2,0,11,7,5,23,47,0,0,0,PAK,2.647644295555059e-06,0.0,0.023504855681427222,0.002196311483434284
2058,J Blackwood ,2015,2,2,0,11,9,5,23,47,0,0,0,WI,2.647644295555059e-06,0.0,0.023504855681427222,0.002196311483434284
1928,GI Allott ,1997,31,11,6,17,7,3,56,30,0,0,2,NZ,0.00011603588912693441,0.0,0.023186608119009456,0.0021877662823528445
2221,Usman Shinwari ,2017,17,4,1,6,6,2,7,85,0,0,2,PAK,5.157150627863763e-06,0.0,0.02318660811900948,0.0021670497631824945
2207,WP Diepeveen ,2011,1,1,0,6,6,6,7,85,0,0,0,NL,0.0,0.0,0.02318660811900948,0.0021660862041513124
2018,HT Davis ,1994,11,6,4,13,7,6,33,39,0,0,1,NZ,4.558552787129573e-05,0.0,0.023050216306544743,0.0021618616941766547
2041,M Hayward ,1998,21,5,1,12,4,3,28,42,0,0,1,SA,3.867862970897822e-05,0.0,0.022913824494079953,0.0021478295297774914
2122,AG Huckle ,1997,19,8,4,9,5,2,16,56,0,0,3,ZIM,1.3261244471649624e-05,0.0,0.02291382449407984,0.00214308056026667
2085,D Brown ,2001,3,2,1,10,9,10,20,50,0,0,0,WI,9.209197549756741e-06,0.0,0.02273196874412687,0.002125334566765638
2228,Jalal-ud-Din ,1982,8,2,0,5,5,2,5,100,0,0,1,PAK,1.611609571207447e-06,0.0,0.02273196874412687,0.0021239150378357698
2235,Neeyamur Rashid ,1999,2,2,1,5,4,5,5,100,0,0,0,BDESH,5.755748468598047e-07,0.0,0.02273196874412687,0.0021237214657089704
2075,G Sharma ,1985,11,2,0,11,7,5,24,45,0,0,0,INDIA,2.7627592649270186e-05,0.0,0.02250464905668564,0.0021075397097634675
2065,GW Humpage ,1981,3,2,0,11,6,5,24,45,0,0,0,ENG,5.5255185298540375e-06,0.0,0.02250464905668564,0.002103410171058405
2076,R Sharma ,2004,2,2,0,11,10,5,24,45,0,0,0,HKG,2.762759264927028e-06,0.0,0.02250464905668564,0.0021028939787202747
2170,J Cameron-Dow ,2019,4,1,1,7,7,0,10,70,0,0,0,IRE,0.0,0.0,0.022277329369244446,0.002081141647125769
2163,VRV Singh ,2006,2,1,0,8,8,8,13,61,0,0,0,INDIA,2.3943913629367626e-06,0.0,0.02218640149426773,0.0020730945581162517
2139,RA Austin ,1978,1,1,0,8,8,8,13,61,0,0,0,WI,0.0,0.0,0.02218640149426773,0.0020726471914232
2019,RR Emrit ,2007,2,2,1,13,13,13,35,37,0,0,0,WI,1.0475462212848278e-05,0.0,0.02186815393185014,0.002044873825746357
1980,Sajjad Ahmed ,1995,2,2,0,15,11,7,46,32,0,0,0,BDESH,7.4134040275541666e-06,0.0,0.021822689994361794,0.002040054484720306
1933,Ilyas Gull ,2004,2,2,0,17,16,8,59,28,0,0,0,HKG,1.0866853108712956e-05,0.0,0.021640834244408828,0.0020237108137378724
2106,KK Ahmed ,2018,11,3,1,9,5,4,17,52,0,0,0,INDIA,1.5655635834586447e-05,0.0,0.02127712274450271,0.001990627724313742
2072,PM Pushpakumara ,2017,2,2,0,11,8,5,26,42,0,0,0,SL,2.9929892036709398e-06,0.0,0.02100433911957326,0.001962778475656317
2048,Naeemuddin Aslam ,2004,2,2,0,12,12,6,31,38,0,0,1,UAE,4.282276860636877e-06,0.0,0.020731555494643766,0.0019375359983064473
2164,Sohail Butt ,1994,2,2,1,8,6,8,14,57,0,0,0,UAE,2.5785753139318916e-06,0.0,0.020731555494643613,0.0019372176796979175
2160,SS Raul ,1998,2,2,0,8,8,4,14,57,0,0,1,INDIA,1.2892876569659456e-06,0.0,0.020731555494643613,0.0019369767899401222
2113,GN de Silva ,1983,4,2,1,9,7,9,18,50,0,0,0,SL,1.1189175022954423e-05,0.0,0.02045877186971414,0.0019133431120441078
2118,Fahad Usman ,2004,2,2,0,9,9,4,18,50,0,0,1,UAE,1.6576555589562146e-06,0.0,0.02045877186971414,0.0019115622484775462
2205,MT Chinouya ,2013,2,2,1,6,6,6,8,75,0,0,1,ZIM,1.1051037059708063e-06,0.0,0.020458771869714246,0.0019114590100099387
2208,SO Dowrich ,2019,1,1,0,6,6,6,8,75,0,0,0,WI,0.0,0.0,0.020458771869714246,0.0019112525330746823
2092,AV Kale ,2003,1,1,0,10,10,10,22,45,0,0,0,INDIA,0.0,0.0,0.020458771869714183,0.0019112525330746823
2121,MJ Haslam ,1992,1,1,0,9,9,9,18,50,0,0,0,NZ,0.0,0.0,0.02045877186971414,0.001911252533074672
2293,Ijaz Ahmed jnr ,1997,2,1,1,3,3,0,2,150,0,0,0,PAK,0.0,0.0,0.020458771869713937,0.0019112525330746515
2298,MC Mendis ,1995,1,1,1,3,3,0,2,150,0,0,0,SL,0.0,0.0,0.020458771869713937,0.0019112525330746515
1942,Raqibul Hasan ,1986,2,2,0,17,12,8,65,26,0,0,0,BDESH,1.1971956814683752e-05,0.0,0.020095060369808196,0.001879511543729707
1886,IL Philip ,1999,3,3,0,20,17,6,89,22,0,0,1,SCOT,2.4588557457850378e-05,0.0,0.020004132494831645,0.0018733743663712844
2199,T Yohannan ,2002,3,2,2,7,5,0,11,63,0,0,0,INDIA,0.0,0.0,0.020049596432320002,0.00187302748241319
1966,RR Beaton ,2017,2,2,1,15,12,15,51,29,0,0,0,WI,1.7612590313909774e-05,0.0,0.019776812807390378,0.0018508348414611156
2008,Zahid Razzak ,1988,3,3,0,14,6,4,44,31,0,0,0,BDESH,8.104093843785906e-06,0.0,0.019731348869902098,0.0018448110516460971
2034,GK Bruk-Jackson ,1993,1,1,0,12,12,12,33,36,0,0,0,ZIM,0.0,0.0,0.019640420994925675,0.0018348024317516975
2090,W Jaffer ,2006,2,2,0,10,10,5,23,43,0,0,1,INDIA,2.647644295555059e-06,0.0,0.01954949311994911,0.0018268026603731773
2138,VR Aaron ,2011,9,3,2,8,6,8,15,53,0,0,1,INDIA,2.2102074119416096e-05,0.0,0.0192767094950195,0.001804954147646516
1906,MJ Smith ,1999,5,5,0,19,13,3,85,22,0,0,0,SCOT,2.348345375187957e-05,0.0,0.019003925870090047,0.0017797288767079265
1841,Sheikh Salahuddin ,1997,6,5,3,24,12,12,136,17,0,0,0,BDESH,0.00018786763001503687,0.0,0.018549286495207512,0.0017679700423140076
2036,IC Davis ,1974,3,3,1,12,11,6,35,34,0,0,1,AUS,9.669657427244532e-06,0.0,0.01854928649520758,0.0017346756365045138
2181,MKGCP Lakshitha ,2002,7,2,1,7,4,7,12,58,0,0,0,SL,1.1603588912693426e-05,0.0,0.018458358620231114,0.0017265425154386488
1992,IPP Batuwitarachchi ,2008,2,2,0,14,14,7,48,29,0,0,1,UAE,7.73572594179566e-06,0.0,0.018458358620230996,0.0017258198461652622
2191,IDK Salisbury ,1993,4,2,1,7,5,7,12,58,0,0,0,ENG,5.801794456346719e-06,0.0,0.018458358620231114,0.0017254585115285793
2190,RA Reifer ,2019,2,1,0,7,7,7,12,58,0,0,0,WI,1.9339314854489105e-06,0.0,0.018458358620231114,0.001724735842255193
2115,DR Doshi ,1980,15,5,2,9,5,3,20,45,0,0,2,INDIA,1.9339314854489146e-05,0.0,0.01841289468274273,0.0017237406261341323
1978,Nurul Abedin ,1986,4,4,0,15,13,3,55,27,0,0,2,BDESH,1.1396381967823936e-05,0.0,0.018412894682742764,0.0017222565731620076
2123,HR Johnson ,2004,2,2,1,9,9,9,20,45,0,0,0,USA,4.144138897390546e-06,0.0,0.01841289468274273,0.0017209015682744053
2091,Kabir Khan ,1994,10,5,4,10,5,10,25,40,0,0,0,PAK,5.1801736217381554e-05,0.0,0.018185574995301497,0.0017085697468507974
1949,Jahangir Shah ,1986,5,4,2,16,8,8,62,25,0,0,1,BDESH,4.567761984679321e-05,0.0,0.018185574995301518,0.0017074255205012739
2148,Gholam Nousher ,1986,9,3,2,8,4,8,16,50,0,0,0,BDESH,2.3575545727377124e-05,0.0,0.018185574995301414,0.0017032959817962008
1961,S Somasunder ,1996,2,2,0,16,9,8,63,25,0,0,0,INDIA,1.1603588912693494e-05,0.0,0.018185574995301518,0.0017010591483309734
2156,MG Neser ,2018,2,2,0,8,6,4,16,50,0,0,0,AUS,1.4734716079610747e-06,0.0,0.018185574995301414,0.0016991664430911486
2258,ML Lewis ,2005,7,1,1,4,4,0,4,100,0,0,0,AUS,0.0,0.0,0.018185574995301414,0.0016988911405108138
2037,RP de Groen ,1993,12,8,3,12,7,2,36,33,0,0,4,NZ,1.823421114851829e-05,0.0,0.018003719245348535,0.0016853090985373834
2061,PH Carlson ,1979,4,2,0,11,11,5,30,36,0,0,1,AUS,1.0360347243476302e-05,0.0,0.01800371924534851,0.0016838379503737165
2220,R Shepherd ,2019,3,1,0,6,6,6,9,66,0,0,0,WI,2.4864833384343294e-06,0.0,0.018003719245348535,0.0016823668022100389
2200,MKDI Amerasinghe ,2007,8,4,4,6,5,0,9,66,0,0,0,SL,0.0,0.0,0.018003719245348535,0.0016819022291057176
1979,HD Rutherford ,2013,4,4,0,15,11,3,56,26,0,0,0,NZ,1.1603588912693456e-05,0.0,0.01773093562041896,0.0016585868698182015
2128,Naveen-ul-Haq ,2016,4,3,2,9,8,9,21,42,0,0,0,AFG,1.3054037526780171e-05,0.0,0.01718536837055988,0.001607891136580394
2107,MJ Bennett ,1984,8,4,1,9,6,3,21,42,0,0,2,AUS,1.0153140298606784e-05,0.0,0.01718536837055988,0.0016073491346253594
2015,GA Bishop ,1987,2,2,0,13,7,6,44,29,0,0,0,AUS,6.078070382839449e-06,0.0,0.017139904433071732,0.0016023405230753526
2161,CA Reid ,2004,2,2,0,8,6,4,17,47,0,0,0,USA,1.5655635834586497e-06,0.0,0.01709444049558333,0.0015972501810717684
2166,DM Vonhagt ,1985,1,1,0,8,8,8,17,47,0,0,0,SL,0.0,0.0,0.01709444049558333,0.0015969576720801639
2077,FJ Titmus ,1975,2,1,0,11,11,11,32,34,0,0,0,ENG,8.104093843785943e-06,0.0,0.01700351262060693,0.0015899773805694776
2042,Imtiaz Abbasi ,1994,7,6,4,12,6,6,38,31,0,0,0,UAE,3.149545562016792e-05,0.0,0.016912584745630444,0.001585853353329767
2188,Nazmul Islam ,2018,5,1,0,7,7,7,13,53,0,0,0,BDESH,8.38036977027864e-06,0.0,0.016867120808142223,0.0015772873162494695
2086,ML Cummins ,2014,11,3,1,10,5,5,27,37,0,0,0,WI,3.108104173042885e-05,0.0,0.016821656870653883,0.0015772814687764953
2194,EHSN Silva ,2008,1,1,0,7,7,7,13,53,0,0,0,UAE,0.0,0.0,0.016867120808142223,0.001575721532823799
1956,FN Otieno ,2010,4,4,0,16,8,4,68,23,0,0,1,KENYA,1.8786763001503693e-05,0.0,0.016730728995677395,0.001566489957169255
1990,Asghar Ali ,2004,2,2,0,14,14,7,53,26,0,0,1,UAE,8.541530727399369e-06,0.0,0.016548873245724342,0.0015475868325102314
2031,Zaheer Maqsood ,2015,2,2,2,13,8,0,46,28,0,0,0,UAE,0.0,0.0,0.01654887324572443,0.0015459909378648547
2071,JA Maclean ,1979,2,1,0,11,11,11,33,33,0,0,0,AUS,8.357346776404245e-06,0.0,0.016503409308236135,0.0015433051918364235
2108,SM Boland ,2016,14,4,1,9,4,3,22,40,0,0,1,AUS,1.9753728744228135e-05,0.0,0.016367017495771314,0.0015326928016773833
2047,T Muzarabani ,2015,8,7,3,12,5,3,40,30,0,0,1,ZIM,1.933931485448909e-05,0.0,0.016367017495771394,0.00153261537282667
2033,DM Basden ,2007,2,2,0,12,7,6,39,30,0,0,0,BMUDA,5.387380566607684e-06,0.0,0.016367017495771394,0.0015300086015191039
2222,RJ Webb ,1983,3,1,1,6,6,0,10,60,0,0,0,NZ,0.0,0.0,0.016367017495771394,0.0015290020264597478
2116,CJ Drum ,1999,5,2,2,9,7,0,22,40,0,0,0,NZ,0.0,0.0,0.016367017495771314,0.0015290020264597376
2157,A Nortje ,2019,4,1,0,8,8,8,18,44,0,0,0,SA,9.945933353737267e-06,0.0,0.016003305995865243,0.0014968824960667892
2158,PDRL Perera ,1999,19,7,2,8,4,1,18,44,0,0,4,SL,7.459450015302935e-06,0.0,0.016003305995865243,0.0014964179229624678
2026,B Regmi ,2018,4,4,0,13,12,3,47,27,0,0,2,NEPAL,9.738726408867733e-06,0.0,0.01595784205837713,0.0014925965537901688
1969,RS Higgins ,2006,11,8,2,15,7,2,63,23,0,0,3,ZIM,2.900897228173362e-05,0.0,0.01568505843344754,0.001470713628240979
2095,A Martin ,2011,9,6,5,10,4,10,29,34,0,0,0,WI,5.341334578858895e-05,0.0,0.015457738746006273,0.0014540371879714171
2079,JG Williamson ,1999,2,2,0,11,10,5,35,31,0,0,0,SCOT,4.029023928018567e-06,0.0,0.015503202683494552,0.0014490574777785976
2097,Shabbir Ahmed ,1999,32,11,5,10,2,1,29,34,0,0,0,PAK,2.0697671493078205e-05,0.0,0.015457738746006273,0.0014479246103673799
2127,Mohammad Salim ,2003,1,1,0,9,9,9,24,37,0,0,0,BDESH,0.0,0.0,0.015139491183588465,0.0014143268744752605
2025,AMN Munasinghe ,1994,5,4,1,13,8,4,52,25,0,0,1,SL,1.9155130903493945e-05,0.0,0.014775779683682527,0.0013839279852094302
2218,AK Patel ,1984,8,2,0,6,6,3,11,54,0,0,1,INDIA,5.318311584984499e-06,0.0,0.014730315746194256,0.0013770954940646772
2219,DB Rundle ,1994,2,2,0,6,6,3,11,54,0,0,1,SA,7.597587978549308e-07,0.0,0.014730315746194256,0.001376243776706758
2186,EA Moseley ,1990,9,6,2,7,2,1,15,46,0,0,2,WI,2.7627592649270103e-06,0.0,0.01463938787121778,0.00136812356044935
2152,ACI Lock ,1996,8,3,2,8,5,8,20,40,0,0,0,ZIM,2.578575313931888e-05,0.0,0.014548459996241133,0.0013639307075645505
2281,M Zondeki ,2002,13,3,2,4,3,4,5,80,0,0,1,SA,5.525518529854107e-06,0.0,0.014548459996241133,0.0013601452970849115
2274,GS Trimble ,1986,2,2,1,4,4,4,5,80,0,0,0,AUS,4.6045987748784377e-07,0.0,0.014548459996241133,0.0013591989444650097
1973,BW Luckhurst ,1975,3,3,0,15,14,5,69,21,0,0,1,ENG,1.5885865773330304e-05,0.0,0.014321140308799926,0.0013408448790965348
2028,O Thomas ,2018,19,10,5,13,6,2,53,24,0,0,3,WI,4.392787231233944e-05,0.0,0.014184748496335225,0.0013333425477747441
2230,Khalid Khan ,2004,2,2,0,5,3,2,8,62,0,0,0,HKG,3.6836790199026857e-07,0.0,0.01409382062135866,0.0013167094595409787
2066,Jasdeep Singh ,2019,4,3,0,11,11,3,39,28,0,0,2,USA,8.081070849911503e-06,0.0,0.014002892746382174,0.001309656040782381
2045,AJ McKay ,2010,19,10,7,12,4,4,47,25,0,0,3,NZ,7.79098112709418e-05,0.0,0.013639181246476163,0.0012887249793184345
1888,Rizwan-uz-Zaman ,1981,3,3,0,20,14,6,129,15,0,0,0,PAK,3.5639594517558436e-05,0.0,0.01363918124647612,0.001280827236545023
2187,JK Moss ,1979,1,1,0,7,7,7,16,43,0,0,0,AUS,0.0,0.0,0.013684645183964447,0.0012784155832343974
2180,Jahangir Alam Talukdar ,1990,2,1,1,7,7,0,16,43,0,0,0,BDESH,0.0,0.0,0.013684645183964447,0.0012784155832343974
2285,CR Amini ,2014,2,1,1,3,3,0,3,100,0,0,0,PNG,0.0,0.0,0.013639181246475958,0.001274168355383108
2303,Pankaj Singh ,2010,1,1,1,3,3,0,3,100,0,0,0,INDIA,0.0,0.0,0.013639181246475958,0.001274168355383108
2081,TR Ambrose ,2008,5,5,1,10,6,2,34,29,0,0,1,ENG,6.262254333834555e-06,0.0,0.013184541871593587,0.0012328661128367744
2198,SG Whittingham ,2017,5,4,2,7,3,3,17,41,0,0,0,SCOT,4.696690750375932e-06,0.0,0.01304815005912889,0.0012198319202913427
2068,SMS Kaluperuma ,1988,2,2,0,11,7,5,41,26,0,0,0,SL,4.719713744250327e-06,0.0,0.013002686121640593,0.001215588994042886
1983,Tariq Javed ,1979,3,3,0,15,8,5,77,19,0,0,0,CAN,1.772770528328164e-05,0.0,0.012957222184152316,0.0012137721717836434
2084,HK Bennett ,2010,16,7,5,10,4,5,35,28,0,0,1,NZ,6.043535892027831e-05,0.0,0.012729902496711047,0.0012005155057542049
2087,DLS de Silva ,1979,2,1,0,10,10,10,35,28,0,0,0,SL,8.058047856037136e-06,0.0,0.012729902496711047,0.0011907293593437914
2100,TE Srinivasan ,1980,2,2,0,10,6,5,35,28,0,0,0,INDIA,4.029023928018567e-06,0.0,0.012729902496711047,0.0011899765788506884
2202,IW Callen ,1978,5,3,2,6,3,6,13,46,0,0,1,AUS,7.1831740888102625e-06,0.0,0.01254804674675807,0.001173576987031613
2201,Bhupinder Singh snr ,1994,2,1,0,6,6,6,13,46,0,0,0,INDIA,1.7957935222025718e-06,0.0,0.01254804674675807,0.001172570411972257
2211,AP Grayson ,2000,2,2,0,6,6,3,13,46,0,0,1,ENG,8.978967611012856e-07,0.0,0.01254804674675807,0.0011724026494623627
2215,P Krishnamurthy ,1976,1,1,0,6,6,6,13,46,0,0,0,INDIA,0.0,0.0,0.01254804674675807,0.0011722348869524684
2229,Jubair Hossain ,2014,3,1,0,5,5,5,9,55,0,0,0,BDESH,2.072069448695274e-06,0.0,0.01250258280926978,0.0011683748033547868
1954,B Muzarabani ,2018,18,15,7,16,7,2,89,17,0,0,5,ZIM,6.966757946390936e-05,0.0,0.012366190996805032,0.0011682626256739222
2238,Sajjad Akbar ,1990,2,1,0,5,5,5,9,55,0,0,0,PAK,1.0360347243476404e-06,0.0,0.01250258280926978,0.0011681812312279878
2240,G Snyman ,2003,5,4,0,5,5,1,9,55,0,0,3,NAM,8.288277794781095e-07,0.0,0.01250258280926978,0.0011681425168026261
2225,RT Crandon ,2009,1,1,0,5,5,5,9,55,0,0,0,WI,0.0,0.0,0.01250258280926978,0.001167987659101189
2093,NJ MacRae ,2006,2,2,0,10,8,5,36,27,0,0,0,SCOT,4.144138897390535e-06,0.0,0.012275263121828509,0.0011475258083519986
2140,BS Browne ,1994,4,3,2,8,8,8,24,33,0,0,1,WI,1.3261244471649708e-05,0.0,0.012002479496898933,0.0011237458759601716
2149,Hafizur Rahman ,1986,2,1,0,8,8,8,24,33,0,0,0,BDESH,4.4204148238832455e-06,0.0,0.012002479496898933,0.0011220940604781528
2142,H Davids ,2013,2,2,0,8,7,4,24,33,0,0,0,SA,2.2102074119416227e-06,0.0,0.012002479496898933,0.0011216811066076403
2275,T van der Gugten ,2012,4,2,0,4,2,2,6,66,0,0,0,NL,8.288277794781104e-07,0.0,0.012002479496898933,0.0011214230104385752
2279,RPAH Wickramaratne ,1993,3,2,0,4,3,2,6,66,0,0,0,SL,5.525518529854062e-07,0.0,0.012002479496898933,0.0011213713912047662
2253,WT Gavera ,2014,4,1,1,4,4,0,6,66,0,0,0,PNG,0.0,0.0,0.012002479496898933,0.0011212681527371382
2129,Qadeer Ahmed ,2015,11,6,4,9,4,4,31,29,0,0,0,UAE,2.8548512404245758e-05,0.0,0.011866087684434203,0.0011138604566773406
2137,Zahid Hussain ,2011,2,2,1,9,7,9,31,29,0,0,0,CAN,6.423415290955317e-06,0.0,0.011866087684434203,0.0011097266163694658
2130,LS Rajput ,1985,4,4,1,9,8,3,31,29,0,0,2,INDIA,6.423415290955299e-06,0.0,0.011866087684434203,0.0011097266163694658
2057,Arshad Pervez ,1978,2,2,0,11,8,5,47,23,0,0,0,PAK,5.410403560482087e-06,0.0,0.011502376184528216,0.0010755595230352764
2214,CC Henry ,1979,2,2,1,6,5,6,14,42,0,0,0,CAN,1.9339314854489186e-06,0.0,0.011456912247039977,0.0010706627531585117
2206,DDP D'Silva ,2019,3,2,0,6,4,3,14,42,0,0,0,UAE,1.9339314854489114e-06,0.0,0.011456912247039977,0.0010706627531585117
2189,M Pushpakumara ,2009,3,1,1,7,7,0,19,36,0,0,0,SL,0.0,0.0,0.011456912247040001,0.0010703014185218288
2193,K Shuttleworth ,1971,1,1,0,7,7,7,19,36,0,0,0,ENG,0.0,0.0,0.011456912247040001,0.0010703014185218288
2176,VR Hogg ,1983,2,1,1,7,7,0,19,36,0,0,0,ZIM,0.0,0.0,0.011456912247040001,0.0010703014185218288
2177,AG Hurst ,1975,8,4,4,7,3,0,19,36,0,0,0,AUS,0.0,0.0,0.011456912247040001,0.0010703014185218288
2231,Mansoor Amjad ,2008,1,1,0,5,5,5,10,50,0,0,0,PAK,0.0,0.0,0.011365984372063435,0.0010618069628192703
2171,KG Duers ,1992,6,2,1,7,5,7,20,35,0,0,0,ZIM,1.6116095712074306e-05,0.0,0.011138664684622223,0.0010435819455353178
2114,GRA de Silva ,1975,6,4,2,9,6,4,33,27,0,0,1,SL,1.5195175957098583e-05,0.0,0.011047736809645636,0.0010349154257200527
2124,Karim Janat ,2017,1,1,0,9,9,9,33,27,0,0,0,AFG,0.0,0.0,0.011047736809645636,0.001032076367860326
2050,Noor-ul-Haq ,2010,2,2,0,12,12,6,58,20,0,0,1,AFG,8.012001868288351e-06,0.0,0.010911344997180931,0.0010208316420870806
2094,CA Marshall ,1979,2,2,0,10,8,5,41,24,0,0,0,CAN,4.719713744250327e-06,0.0,0.010911344997180897,0.0010202165128841449
2154,CS Martin ,2001,20,7,2,8,3,1,27,29,0,0,2,NZ,1.1810795857562958e-05,0.0,0.010547633497274821,0.000987563583741786
2192,BM Scholtz ,2019,5,3,2,7,6,7,21,33,0,0,0,NAM,1.3537520398142387e-05,0.0,0.010502169559786667,0.0009836389761018487
2088,JJ Esmeijer ,2002,6,5,1,10,7,2,43,23,0,0,3,NL,9.899887365988446e-06,0.0,0.01045670562229836,0.0009787120950053674
2096,BMW Patterson ,1999,3,3,0,10,10,3,43,23,0,0,2,SCOT,5.939932419593065e-06,0.0,0.01045670562229836,0.0009779722193207112
2265,Samiur Rahman ,1986,2,2,0,4,4,2,7,57,0,0,1,BDESH,3.2232191424148623e-07,0.0,0.010365777747321806,0.0009684281725306122
2224,Aijaz Ali ,2004,2,2,0,5,4,2,11,45,0,0,0,USA,5.065058652366205e-07,0.0,0.010229385934857092,0.0009557209017993345
2286,RA Bhatti ,2011,1,1,1,3,3,0,4,75,0,0,0,CAN,0.0,0.0,0.010229385934856968,0.0009556262665373308
2151,KH Butt ,2008,2,2,0,8,4,4,28,28,0,0,0,HKG,2.578575313931891e-06,0.0,0.010183921997368792,0.000951860818201653
2082,MA Aponso ,2016,9,7,4,10,4,3,45,22,0,0,1,SL,2.486483338434309e-05,0.0,0.010002066247415823,0.0009390358583241378
