,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Region,Region1,Region2,Final Region,p1_z,p2_z,p3_z,rating
450,Ibrarul Haq ,5,5,17,0,116,7,3,16,6,14,0,0,,Saudi,,,0.015040885788128299,0.34090909090909105,0.0,0.2707227039699466
578,Muhammad Wafiq ,4,4,16,1,114,5,3,22,7,19,0,0,,MAL,,MAL,0.00916704434718191,0.3304730983302413,0.024946645055809888,0.2694951906227677
389,UT Yadav ,7,7,25,0,219,9,2,24,8,16,0,0,,INDIA,,INDIA,0.01892468258787975,0.33395176252319114,0.0,0.26938850448027307
723,F Behardien ,38,3,5,0,27,3,2,9,5,10,0,0,,SA,,SA,0.21627648239423908,0.06957328385899818,0.0,0.26845644528848767
634,MD Dai ,9,9,25,0,157,4,2,39,6,37,0,0,,PNG,,PNG,0.010342306442974479,0.3432282003710576,0.0,0.26776345672126767
1306,Saad Nasim ,3,1,1,0,12,0,0,0,12,0,0,0,,PAK,,PAK,0.2660753880266077,0.0,0.0,0.2660753880266077
1211,Ibrahim Nashath ,3,2,4,0,48,0,0,0,12,0,0,0,,Mald,,,0.2660753880266077,0.0,0.0,0.2660753880266077
1156,Anowarul Islam ,4,2,3,0,25,0,0,0,8,0,0,0,,THAI,,THAI,0.2660753880266076,0.0,0.0,0.2660753880266076
1158,Aqib Iqbal ,5,4,13,0,84,0,0,0,6,0,0,0,,Aut,,,0.26607538802660763,0.0,0.0,0.2660753880266076
1153,Anasim Khan ,4,4,14,0,119,0,0,0,8,0,0,0,,BAH,,BAH,0.2660753880266076,0.0,0.0,0.2660753880266076
1284,K Nestor ,4,2,6,0,54,0,0,0,8,0,0,0,,GIBR,,GIBR,0.2660753880266076,0.0,0.0,0.2660753880266076
1262,HJC Mol ,4,1,1,0,12,0,0,0,8,0,0,0,,NL,,NL,0.2660753880266076,0.0,0.0,0.2660753880266076
1291,C Pengkumta ,4,4,7,0,58,0,0,0,8,0,0,0,,THAI,,THAI,0.2660753880266076,0.0,0.0,0.2660753880266076
368,ND Laegsgaard ,9,7,23,0,105,9,2,11,4,15,0,0,,DEN,,DEN,0.030197322555422776,0.31307977736549175,0.0,0.2650071555795416
462,ZE Matsinhe ,7,5,16,0,101,7,3,14,6,13,0,0,,Moz,,,0.02614753585702784,0.3165584415584417,0.0,0.2635663670258591
535,Tariq Aziz ,4,4,16,0,70,6,3,11,4,16,0,0,,PORT,,PORT,0.01132399595828354,0.33395176252319114,0.0,0.26178781785067695
497,MNR Cooray ,4,4,16,0,99,6,3,16,6,16,0,0,,Mald,,,0.011280664341096223,0.33395176252319114,0.0,0.26174448623348956
522,JE Root ,32,9,14,0,139,6,2,23,9,14,0,0,,ENG,,ENG,0.11563889838943694,0.19480519480519487,0.0,0.26174279449333315
589,J Rasu ,13,2,3,0,44,5,5,8,11,4,0,1,,VAN,,VAN,0.1747708559888147,0.11595547309833025,0.0,0.26173746081256244
424,R Satheesan ,4,4,13,2,44,8,3,5,3,9,0,0,,ROM,,ROM,0.01944722979366447,0.25046382189239336,0.10825285658490161,0.26142152450541034
387,I Wardlaw ,4,4,16,1,145,9,3,16,9,10,0,0,,SCOT,,SCOT,0.016920996511644335,0.31307977736549175,0.01934678707229481,0.2614042230719106
511,A Morris ,6,6,22,1,114,6,2,19,5,22,0,0,,Caym,,,0.012915018066159085,0.3061224489795919,0.03430163695173859,0.2596576732767223
328,L Balaji ,5,5,16,0,121,10,3,12,7,9,0,0,,INDIA,,INDIA,0.024056001996036174,0.31307977736549175,0.0,0.25886583502015503
474,B Shikongo ,11,10,23,0,131,7,2,18,5,19,0,0,,NAM,,NAM,0.027461189493192015,0.30844155844155857,0.0,0.258792358324361
633,PP Chawla ,7,7,23,1,151,4,2,37,6,34,0,0,,INDIA,,INDIA,0.00831342450108957,0.3153988868274583,0.026634749129029578,0.25817996418619804
678,JO Ngoche ,7,7,24,0,140,4,2,35,5,36,0,0,,KENYA,,KENYA,0.007444784514848209,0.33395176252319114,0.0,0.25790860640724156
362,PD Hennessy ,8,5,12,1,86,9,3,9,7,8,0,0,,ESP,,ESP,0.05728404128279847,0.25046382189239336,0.02510592061098872,0.25768486800758783
528,MM Sharma ,8,8,23,0,185,6,2,30,8,23,0,0,,INDIA,,INDIA,0.016872154824617163,0.32003710575139155,0.0,0.25689998413816084
495,JW Chilia ,14,13,47,0,315,6,1,52,6,47,0,0,,VAN,,VAN,0.011227703475645072,0.32699443413729135,0.0,0.25647352907861354
536,WPUJC Vaas ,6,6,22,1,128,6,2,21,5,22,0,0,,SL,,SL,0.011516886613981536,0.3061224489795919,0.030362472738914494,0.25628995971813273
440,M de Lange ,6,6,23,0,228,7,2,32,9,20,0,0,,SA,,SA,0.012512004462835595,0.3246753246753248,0.0,0.2560184979693292
707,Waqas Barkat ,22,10,21,0,152,4,2,38,7,32,0,0,,HKG,,HKG,0.03277998830029437,0.2968460111317255,0.0,0.25541449664908855
461,CS Martin ,6,6,23,1,193,7,2,27,8,19,0,0,,NZ,,NZ,0.013704441232792958,0.30844155844155857,0.0204487328248594,0.25525997647639165
394,CJ Boyce ,7,7,23,0,152,8,2,19,6,17,0,0,,AUS,,AUS,0.018597626015269087,0.3153988868274583,0.0,0.2551467911358628
530,Sidhant Singh ,8,8,23,0,216,6,2,36,9,23,0,0,,SGP,,SGP,0.015076193031762412,0.32003710575139155,0.0,0.25510402234530605
783,Mohammad Hasnain ,4,4,16,0,137,3,3,45,8,32,0,0,,PAK,,PAK,0.004255699766030656,0.33395176252319125,0.0,0.25471952165842415
598,ACF Stokes ,7,7,23,0,152,5,2,30,6,28,0,0,,GUE,,GUE,0.010846385244396748,0.3246753246753248,0.0,0.2543528787508903
662,CJ McKay ,6,6,22,1,183,4,2,45,8,34,0,0,,AUS,,AUS,0.007092832943384427,0.3153988868274583,0.020722129407763797,0.25400306276786
582,RJ Nicol ,21,13,20,0,167,5,2,33,8,24,0,0,,NZ,,NZ,0.042796658950429035,0.27829313543599266,0.0,0.2515165105274235
575,Mosaddek Hossain ,14,12,21,0,160,5,2,32,7,26,0,0,,BDESH,,BDESH,0.025302053469289754,0.3014842300556587,0.0,0.25141522601103383
543,Ameel Mauroof ,10,10,23,0,173,5,2,34,7,27,0,0,,Mald,,,0.01622471689821297,0.31307977736549175,0.0,0.25103454992233176
431,R van der Merwe ,5,5,13,2,62,8,3,7,4,9,0,0,,Arg,,,0.024372085891427208,0.25046382189239336,0.07623666447116435,0.25033828454630436
708,SMK Waththage ,5,5,12,3,66,4,3,16,5,18,0,0,,CZK-R,,CZK-R,0.012534071490106916,0.25046382189239336,0.0989910344752044,0.24987745514700416
414,WK McCallan ,9,7,21,0,152,8,2,19,6,16,0,0,,IRE,,IRE,0.02479683468702545,0.2968460111317255,0.0,0.24743134303581954
441,Delawar Khan ,9,7,20,1,129,7,2,18,6,17,0,0,,DEN,,DEN,0.026362741913464334,0.2759740259740261,0.02737620107027963,0.24703136192912367
677,SN Netravalkar ,8,8,22,0,161,4,2,40,7,34,0,0,,USA,,USA,0.010207324134619482,0.3153988868274583,0.0,0.2467564892552132
519,BA Pai ,4,4,15,0,82,6,3,13,5,15,0,0,,GIBR,,GIBR,0.011814346908334794,0.3130797773654917,0.0,0.24662417993245356
588,K Pierre ,8,8,23,0,203,5,2,40,8,27,0,0,,WI,,WI,0.01166551329670798,0.31307977736549175,0.0,0.2464753463208268
593,HAM Shah ,9,4,10,0,86,5,4,17,8,12,1,0,,DEN,,DEN,0.03748383135931228,0.27829313543599266,0.0,0.2462036829363068
473,Sayed Shirzad ,4,4,15,1,116,7,3,16,7,12,0,0,,AFG,,AFG,0.01316077506461226,0.29220779220779236,0.02296410338018107,0.24379867091054708
471,JB Reva ,9,8,21,0,148,7,2,21,6,18,0,0,,PNG,,PNG,0.022112422298844546,0.2922077922077923,0.0,0.24126826645468874
532,TB Sole ,9,6,21,0,137,6,2,22,6,21,0,0,,SCOT,,SCOT,0.02095324422213008,0.2922077922077923,0.0,0.2401090883779743
454,LM Jongwe ,8,7,21,0,211,7,2,30,9,18,0,0,,ZIM,,ZIM,0.01898117417769431,0.2922077922077923,0.0,0.2381370183335385
517,IO Okpe ,8,8,20,1,188,6,2,31,9,20,0,0,,NGA,,NGA,0.018225371375255865,0.27829313543599266,0.018295850039066225,0.2360931479717835
437,Bashir Shah ,4,4,14,0,76,7,3,10,5,12,0,0,,DEN,,DEN,0.015676416173542162,0.29220779220779236,0.0,0.23483226032938642
481,BM Wheeler ,6,6,21,0,216,7,2,30,10,18,0,0,,NZ,,NZ,0.015064423950551036,0.2922077922077923,0.0,0.23422026810639524
479,T Thushara ,6,6,22,0,179,7,2,25,8,18,0,0,,SL,,SL,0.015026762890674648,0.2922077922077923,0.0,0.2341826070465189
595,V Shankar ,9,6,21,0,191,5,2,38,9,25,0,0,,INDIA,,INDIA,0.01605550447361357,0.28988868274582574,0.0,0.23347201653298288
451,Imran Ali ,4,4,15,0,136,7,3,19,9,12,0,0,,KUW,,KUW,0.013948219511451813,0.29220779220779236,0.0,0.23310406366729608
1260,Mohammed Asghar ,4,2,4,0,28,0,0,0,7,0,0,0,,KUW,,KUW,0.23281596452328163,0.0,0.0,0.23281596452328163
467,Naveen-ul-Haq ,4,4,15,0,102,7,3,14,6,12,0,0,,AFG,,AFG,0.01307376792851392,0.29220779220779236,0.0,0.23222961208435822
581,Naved-ul-Hasan ,4,4,14,0,101,5,3,20,7,17,0,0,,PAK,,PAK,0.010232039205163334,0.2956864564007422,0.0,0.23199688150572
491,WD Balaji Rao ,4,4,14,0,107,6,3,17,7,14,0,0,,CAN,,CAN,0.01229938216477434,0.2922077922077923,0.0,0.23145522632061855
485,IKO Aboagye ,4,4,14,0,83,6,3,13,5,14,0,0,,Ghana,,,0.011814346908334794,0.2922077922077923,0.0,0.230970191064179
463,Muslim Yar ,7,7,19,1,119,7,2,17,6,16,0,0,,GER,,GER,0.02108465513961315,0.25974025974025977,0.028317248151325858,0.2300484740204709
544,Amjad Sher ,5,5,18,2,88,5,2,17,4,21,0,0,,Fin,,,0.00937095783982807,0.2435064935064936,0.0735422663847978,0.22877196116209714
478,JTS Sumerauer ,8,8,20,0,155,7,2,22,7,17,0,0,,JER,,JER,0.02138977014342446,0.2759740259740261,0.0,0.228370289623944
470,A Rangaswamy ,4,4,9,1,83,7,4,11,8,8,1,0,,Botsw,,,0.02264799191656708,0.25974025974025977,0.01953536033522389,0.22722086688937382
507,MR Marsh ,11,9,19,0,156,6,2,26,8,19,0,0,,AUS,,AUS,0.028680345598164455,0.264378478664193,0.0,0.22696420459630923
833,Younis Khan ,25,1,3,0,18,3,3,6,4,7,0,0,,PAK,,PAK,0.17173443303628172,0.07305194805194809,0.0,0.2265233940752428
625,HMCM Bandara ,4,4,14,0,96,4,3,24,6,21,0,0,,SL,,SL,0.007096755970454906,0.29220779220779236,0.0,0.22625260012629916
592,LH Rodrigues ,4,4,13,1,61,5,3,12,4,15,0,0,,,,,0.010309715141158362,0.2608998144712431,0.03875982242365349,0.22536448720641744
580,W Nalisa ,9,7,20,0,177,5,2,35,8,24,0,0,,VAN,,VAN,0.015882206965009516,0.27829313543599266,0.0,0.224602058542004
493,JAR Blain ,6,5,20,0,108,6,2,18,5,20,0,0,,SCOT,,SCOT,0.013730594746596008,0.27829313543599266,0.0,0.22245044632359046
1249,GJ McCarter ,3,2,5,0,50,0,0,0,10,0,0,0,,IRE,,IRE,0.22172949002217307,0.0,0.0,0.22172949002217307
1275,Nanda Kumar ,3,1,1,0,10,0,0,0,10,0,0,0,,CRC,,CRC,0.22172949002217307,0.0,0.0,0.22172949002217307
1186,ST de Silva ,3,1,1,0,10,0,0,0,10,0,0,0,,SL,,SL,0.22172949002217307,0.0,0.0,0.22172949002217307
1222,Jay Odedra ,3,3,7,0,74,0,0,0,10,0,0,0,,OMAN,,OMAN,0.22172949002217307,0.0,0.0,0.22172949002217307
1173,RL Bhudia ,3,3,7,0,78,0,0,0,10,0,0,0,,KENYA,,KENYA,0.22172949002217307,0.0,0.0,0.22172949002217307
1243,C Mahoney ,3,1,1,0,10,0,0,0,10,0,0,0,,Peru,,,0.22172949002217307,0.0,0.0,0.22172949002217307
1206,H Hiri ,5,1,1,0,5,0,0,0,5,0,0,0,,PNG,,PNG,0.22172949002217296,0.0,0.0,0.22172949002217296
484,Abdullah Akbarjan ,5,4,13,0,72,6,3,12,5,13,0,0,,Aut,,,0.01718285856859727,0.2713358070500928,0.0,0.22068471385616684
509,CAJ Meschede ,5,5,20,0,115,6,2,19,5,20,0,0,,GER,,GER,0.01033201445292727,0.27829313543599266,0.0,0.21905186602992177
476,M Spry ,4,4,10,0,62,7,4,8,6,8,1,0,,Peru,,,0.023832389453020183,0.25974025974025977,0.0,0.218637584258215
654,V Kohli ,75,12,24,0,198,4,1,49,8,36,0,0,,INDIA,,INDIA,0.09299207417230489,0.16697588126159557,0.0,0.21822398511850155
563,MD Gunathilaka ,21,9,15,0,128,5,2,25,8,18,0,0,,SL,,SL,0.06010705156269859,0.20871985157699446,0.0,0.2166469402454444
763,Kaleemullah ,6,6,19,1,132,3,2,44,6,38,0,0,,OMAN,,OMAN,0.005488671510392516,0.264378478664193,0.02538267965537314,0.21646387033622383
668,Mohammad Ahsan ,6,6,20,0,192,4,2,48,9,30,0,0,,KUW,,KUW,0.0072821189995339475,0.27829313543599266,0.0,0.21600197057652848
695,Shahadat Hossain ,6,6,20,0,198,4,2,49,9,30,0,0,,BDESH,,BDESH,0.007068654286746149,0.27829313543599266,0.0,0.21578850586374065
684,RR Patel ,30,7,15,0,104,4,2,26,6,22,0,0,,KENYA,,KENYA,0.06237975167600769,0.20408163265306128,0.0,0.21544097616580365
804,Shiraz Khan ,6,6,20,0,140,3,2,46,7,40,0,0,,KUW,,KUW,0.00601758239329077,0.2782931354359927,0.0,0.21473743397028527
706,BV Vitori ,11,11,39,0,323,4,1,80,8,59,0,0,,ZIM,,ZIM,0.005507930006920249,0.2736549165120595,0.0,0.21074911739096486
1290,A Patel ,2,1,1,0,19,0,0,0,19,0,0,0,,MWI,,MWI,0.21064301552106426,0.0,0.0,0.21064301552106424
664,SW Masakadza ,7,7,19,0,211,4,2,52,10,29,0,0,,ZIM,,ZIM,0.008636694981265439,0.26901669758812624,0.0,0.21039921817236013
488,CM Akachukwu ,8,8,18,0,151,6,2,25,8,18,0,0,,NGA,,NGA,0.021037468046944507,0.25046382189239336,0.0,0.20888533446623953
483,M Abdulla ,5,3,12,0,76,6,3,12,6,12,0,0,,MWI,,MWI,0.020619430282316723,0.2504638218923934,0.0,0.2084672967016118
435,Waqar Khan ,4,4,13,0,86,8,3,10,6,9,0,0,,Peru,,,0.018811699408250594,0.25046382189239336,0.0,0.20665956582754563
577,Muhammad Saleem ,4,4,11,1,45,5,3,9,4,13,0,0,,,,,0.014028744803950645,0.226113172541744,0.04476248381528517,0.20599486611790124
740,S Dube ,6,6,12,0,114,3,3,38,9,25,0,0,,INDIA,,INDIA,0.010034690296008479,0.26089981447124316,0.0,0.20570955114944084
557,AC Douglas ,10,2,4,0,30,5,5,6,6,5,0,1,,BMUDA,,BMUDA,0.09660061858290846,0.14494434137291284,0.0,0.20530887461259312
945,RR Sarwan ,18,1,2,0,10,2,2,5,5,6,0,0,,WI,,WI,0.18366828138460886,0.02782931354359926,0.0,0.20454026654230834
465,A Nanda ,3,3,7,0,47,7,5,6,6,6,0,1,,LUX,,LUX,0.02146680412953523,0.24350649350649356,0.0,0.20409667425940536
628,S Bau ,23,10,14,0,79,4,2,19,5,21,0,0,,PNG,,PNG,0.05682607949109999,0.1948051948051949,0.0,0.20292997559499615
1138,C Zhuwao ,7,1,0,0,1,1,1,1,3,2,0,0,,ZIM,,ZIM,0.19955654101995568,0.0023191094619666058,0.0,0.20129587311643066
606,AA Westphal ,5,5,19,0,65,5,2,13,3,22,0,0,,Mex,,,0.009451477526667838,0.2551020408163266,0.0,0.20077800813891278
498,SM Curran ,5,5,18,0,153,6,2,25,8,18,0,0,,ENG,,ENG,0.01202141031253972,0.25046382189239336,0.0,0.19986927673183474
1305,SE Rutherford ,3,1,3,0,28,0,0,0,9,0,0,0,,WI,,WI,0.19955654101995582,0.0,0.0,0.1995565410199558
1235,Kushal Malla ,3,2,4,0,38,0,0,0,9,0,0,0,,NEPAL,,NEPAL,0.19955654101995582,0.0,0.0,0.1995565410199558
1174,KK Bishnoi ,3,2,3,0,27,0,0,0,9,0,0,0,,,,,0.19955654101995582,0.0,0.0,0.1995565410199558
1157,Ansar Iqbal ,4,1,2,0,13,0,0,0,6,0,0,0,,NOR,,NOR,0.19955654101995568,0.0,0.0,0.19955654101995568
1155,DK Anefie ,4,4,12,0,72,0,0,0,6,0,0,0,,Ghana,,,0.19955654101995568,0.0,0.0,0.19955654101995568
1152,Ammad Uddin ,4,1,0,0,1,0,0,0,6,0,0,0,,BAH,,BAH,0.19955654101995568,0.0,0.0,0.19955654101995568
1213,Imran Khan ,4,1,2,0,13,0,0,0,6,0,0,0,,PORT,,PORT,0.19955654101995568,0.0,0.0,0.19955654101995568
358,DE Bollinger ,9,9,35,0,249,9,1,27,7,23,0,0,,AUS,,AUS,0.01918621772591014,0.24002782931354366,0.0,0.19920708971106788
734,TLW Cooper ,18,9,17,0,132,3,2,44,7,34,0,0,,NL,,NL,0.021771730324556985,0.23654916512059376,0.0,0.1991836041650023
417,GBW Munaweera ,5,5,18,0,132,8,2,16,7,13,0,0,,QAT,,QAT,0.017547700086149684,0.24118738404452694,0.0,0.19843823811954492
655,A Krishna ,4,4,12,0,121,4,3,30,10,18,0,0,,SGP,,SGP,0.00903865437033062,0.25046382189239336,0.0,0.19688652078962565
552,DR Briggs ,7,6,18,0,199,5,2,39,11,21,0,0,,ENG,,ENG,0.014220671359089906,0.2435064935064936,0.0,0.19685054148896008
496,MJ Clarke ,34,15,26,0,225,6,1,37,8,26,0,0,,AUS,,AUS,0.06096511300799019,0.18089053803339525,0.0,0.1966330165330366
637,JM Davison ,5,5,18,0,91,4,2,22,5,27,0,0,,CAN,,CAN,0.008730518425887533,0.25046382189239336,0.0,0.19657838484518253
698,Sohag Gazi ,10,10,35,1,299,4,1,74,8,52,0,0,,BDESH,,BDESH,0.005771302959434051,0.241187384044527,0.019119505822552167,0.19622159390410543
550,S Bhari ,6,6,18,0,113,5,2,22,6,21,0,0,,NEPAL,,NEPAL,0.0130957776388313,0.2435064935064936,0.0,0.1957256477687015
700,AO Suji ,8,6,16,1,116,4,2,29,7,24,0,0,,KENYA,,KENYA,0.015391523242149764,0.22263450834879417,0.024495043605526474,0.19461492630650862
661,T Lungameni ,6,6,16,1,88,4,2,22,5,24,0,0,,NAM,,NAM,0.010913148032359415,0.22263450834879417,0.03268545172657681,0.19423175515724345
534,BB Sran ,2,2,8,1,41,6,4,6,5,8,1,0,,INDIA,,INDIA,0.008944501720639668,0.22263450834879409,0.03579137789985936,0.19381607193216488
642,MC Henriques ,11,7,17,0,158,4,2,39,9,25,0,0,,AUS,,AUS,0.019391824580577147,0.23191094619666058,0.0,0.19332503422807257
672,C Munro ,60,12,19,0,186,4,1,46,9,29,0,0,,NZ,,NZ,0.09129532145249714,0.13450834879406312,0.0,0.19217658304804447
556,DM de Silva ,13,7,15,0,100,5,2,20,6,18,0,0,,SL,,SL,0.03508127727484571,0.20871985157699446,0.0,0.1916211659575916
828,Virandeep Singh ,12,8,17,0,135,3,2,45,7,34,0,0,,MAL,,MAL,0.01365370341601502,0.23654916512059376,0.0,0.19106557725646034
699,DC Stovell ,6,6,17,0,126,4,2,31,7,26,0,0,,BMUDA,,BMUDA,0.010125206319586588,0.241187384044527,0.0,0.19101574435298185
585,MIA Patel ,3,3,12,0,83,5,3,16,6,14,0,0,,MWI,,MWI,0.007520442894064153,0.2435064935064936,0.0,0.19015031302393437
764,Kaleem Shah ,7,6,17,0,130,3,2,43,7,34,0,0,,Moz,,,0.007931813337335916,0.23654916512059376,0.0,0.1853436871777812
676,Nazril Rahman ,7,7,17,0,166,4,2,41,9,25,0,0,,MAL,,MAL,0.010881520257574127,0.23191094619666058,0.0,0.18481472990506953
436,Abdul-Shakoor Rahimzei ,7,6,15,0,101,7,2,14,6,13,0,0,,GER,,GER,0.02614753585702784,0.2110389610389611,0.0,0.18442675663624863
767,P Kerai ,6,5,11,0,82,3,3,27,7,22,0,0,,KENYA,,KENYA,0.011991386078693836,0.229591836734694,0.0,0.18418526362971432
508,JL Martel ,3,3,11,0,59,6,3,9,5,11,0,0,,GUE,,GUE,0.011690620669958874,0.22959183673469397,0.0,0.1838844982209793
541,Abdul Wahid ,5,5,17,0,117,5,2,23,6,20,0,0,,Saudi,,,0.009947432119521458,0.23191094619666058,0.0,0.1838806417670169
832,S Wickramasekara ,5,5,15,1,93,3,2,31,6,31,0,0,,CZK-R,,CZK-R,0.006942998619145092,0.2156771799628943,0.028932344320923457,0.1831670557517776
657,A Lark ,5,4,10,0,55,4,3,13,5,16,0,0,,Aut,,,0.015752462544446393,0.22263450834879417,0.0,0.18272834380604203
520,KA Reynolds ,3,3,11,0,60,6,3,10,5,11,0,0,,Blz,,,0.01045094411569478,0.22959183673469397,0.0,0.18264482166671525
885,J Jojo ,7,5,17,0,98,2,2,49,5,51,0,0,,DEN,,DEN,0.004712436191164098,0.2365491651205938,0.0,0.18212431003160945
702,Syed Rasel ,8,8,29,2,202,4,1,50,6,43,0,0,,BDESH,,BDESH,0.006406146284971829,0.19944341372912805,0.049067578262236955,0.18052249571293633
811,S Singh ,4,4,11,0,110,3,3,36,10,22,0,0,,PHI,,PHI,0.007179139538934479,0.229591836734694,0.0,0.17937301708995496
445,AS Hansra ,8,6,15,0,94,7,2,13,6,12,0,0,,CAN,,CAN,0.033080171343337426,0.1948051948051949,0.0,0.17918406744723359
640,Jandu Hamoud ,6,6,16,0,112,4,2,28,7,24,0,0,,KUW,,KUW,0.0114748541810838,0.22263450834879417,0.0,0.17845073544267942
452,Imran Haider ,11,11,31,0,250,7,1,35,8,26,0,0,,UAE,,UAE,0.019852758706261894,0.21103896103896114,0.0,0.17813197948548276
1181,J Cutinho ,3,1,0,0,7,0,0,0,8,0,0,0,,CRC,,CRC,0.1773835920177385,0.0,0.0,0.1773835920177385
1280,A Natubhai Ahir ,3,3,6,0,49,0,0,0,8,0,0,0,,PNM,,PNM,0.1773835920177385,0.0,0.0,0.1773835920177385
1261,Mohammed Qasim ,3,1,1,0,8,0,0,0,8,0,0,0,,UAE,,UAE,0.1773835920177385,0.0,0.0,0.1773835920177385
726,SM Boland ,3,3,11,0,90,3,3,30,8,22,0,0,,AUS,,AUS,0.004820615664176334,0.229591836734694,0.0,0.17701449321519686
587,SS Pathirana ,5,5,15,0,119,5,2,23,7,19,0,0,,SL,,SL,0.011605337472775035,0.22031539888682755,0.0,0.17684188663789568
564,AM Guruge ,5,5,16,0,125,5,2,25,7,19,0,0,,UAE,,UAE,0.010518734023472254,0.22031539888682755,0.0,0.1757552831885929
673,N M'shangwe ,5,5,16,0,142,4,2,35,8,24,0,0,,ZIM,,ZIM,0.007941103482504758,0.22263450834879417,0.0,0.1749169847441004
566,Imran Anwar ,4,4,16,0,134,5,2,26,8,19,0,0,,BAH,,BAH,0.008604103679449335,0.22031539888682755,0.0,0.17384065284457
627,MD Bates ,3,3,11,0,107,4,3,26,9,16,0,0,,NZ,,NZ,0.006453077759587008,0.22263450834879417,0.0,0.17342895902118266
694,L Shafeeg ,3,3,11,0,76,4,3,19,6,16,0,0,,Mald,,,0.006199208671756365,0.22263450834879417,0.0,0.173175089933352
614,SA Ahmad ,5,3,9,1,40,4,3,10,4,13,0,0,,DEN,,DEN,0.016721510585111645,0.18089053803339525,0.04128945787756552,0.17303414304894082
759,JJ Huo ,7,3,10,0,56,3,3,18,5,20,0,0,,Moz,,,0.016476713695915208,0.20871985157699452,0.0,0.17301660237866107
790,SD Parry ,5,5,16,0,138,3,2,46,8,32,0,0,,ENG,,ENG,0.005501789616722992,0.2226345083487941,0.0,0.17247767087831856
512,JM Muirhead ,5,5,15,0,109,6,2,18,7,15,0,0,,AUS,,AUS,0.01537826611618753,0.20871985157699446,0.0,0.17191815479893335
786,Naeem Islam ,10,6,15,0,122,3,2,40,8,30,0,0,,BDESH,,BDESH,0.014998517095767404,0.2087198515769945,0.0,0.17153840577851326
540,Zeshan Arif ,4,3,7,0,49,6,4,8,6,7,1,0,,Aut,,,0.023832389453020183,0.19480519480519487,0.0,0.1699362855569163
554,H Dandapani ,5,5,15,0,90,5,2,18,6,18,0,0,,Fin,,,0.013181370956732167,0.20871985157699446,0.0,0.16972125963947804
453,Jasdeep Singh ,4,4,14,1,140,7,2,20,10,12,0,0,,USA,,USA,0.014617198864519048,0.1948051948051949,0.01757197075491178,0.16950708034587114
597,Sohail Khan ,5,5,15,0,123,5,2,24,8,18,0,0,,PAK,,PAK,0.012616455058586504,0.20871985157699446,0.0,0.16915634374133237
952,CB Sole ,4,4,16,0,141,2,2,70,8,48,0,0,,SCOT,,SCOT,0.0021305399587207914,0.22263450834879417,0.0,0.16910642122031644
697,L Sipamla ,5,5,15,0,131,4,2,32,8,23,0,0,,SA,,SA,0.0088974253957942,0.2133580705009277,0.0,0.16891597827148996
650,MO Jones ,8,7,15,0,116,4,2,29,7,22,0,0,,BMUDA,,BMUDA,0.015391523242149764,0.20408163265306128,0.0,0.16845274773194574
805,Shoaib Ali ,5,5,15,0,129,3,2,43,8,31,0,0,,Saudi,,,0.006043286352255937,0.2156771799628943,0.0,0.16780117132442662
671,JK Mukhiya ,4,4,10,0,56,4,3,14,5,15,0,0,,NEPAL,,NEPAL,0.010894806607094933,0.20871985157699446,0.0,0.16743469528984078
565,J Hurley ,3,3,10,0,33,5,3,6,3,12,0,0,,Arg,,,0.010733402064767614,0.2087198515769945,0.0,0.16727329074751351
820,SR Taylor ,8,5,13,1,70,3,2,23,5,26,0,0,,USA,,USA,0.01450667184096879,0.18089053803339528,0.033646229210171345,0.16699768997110087
1258,Mohammad Tauqir ,3,3,7,1,55,0,0,0,7,0,0,0,,UAE,,UAE,0.15521064301552115,0.0,0.02320695396201975,0.166814119996531
1185,PC de Silva ,2,2,2,0,30,0,0,0,15,0,0,0,,SL,,SL,0.16629711751662968,0.0,0.0,0.16629711751662968
1269,RG Mukasa ,4,2,7,0,40,0,0,0,5,0,0,0,,UGA,,UGA,0.1662971175166297,0.0,0.0,0.16629711751662968
629,TS Braat ,3,3,10,0,70,4,3,17,7,15,0,0,,NL,,NL,0.008199588109849564,0.20871985157699446,0.0,0.16473947679259537
618,Arslan Ahmed ,3,3,9,1,40,4,3,10,4,13,0,0,,,,,0.008360755292555826,0.18089053803339525,0.04128945787756552,0.16467338775638501
814,H Ssenyondo ,4,3,10,0,48,3,3,16,4,20,0,0,,UGA,,UGA,0.007520442894064149,0.20871985157699452,0.0,0.16406033157681005
665,GE Mathurin ,3,3,10,0,65,4,3,16,6,15,0,0,,WI,,WI,0.007520442894064153,0.20871985157699446,0.0,0.16406033157681
506,S Kaveri ,7,5,13,0,70,6,2,11,5,13,0,0,,Mex,,,0.028309989895708845,0.18089053803339522,0.0,0.16397789342075525
418,AK Muslar ,3,3,9,1,41,8,3,5,4,6,0,0,,Blz,,,0.017286426483257317,0.16697588126159557,0.04026530013734178,0.16265098749812484
792,MDK Perera ,3,3,10,0,72,3,3,24,7,20,0,0,,SL,,SL,0.005519699088131597,0.20871985157699452,0.0,0.16205958777087748
729,N Buckle ,3,3,10,0,76,3,3,25,7,20,0,0,,GUE,,GUE,0.0052593670117361295,0.20871985157699452,0.0,0.161799255694482
631,J Bulele ,7,5,14,0,107,4,2,26,7,21,0,0,,Moz,,,0.015057181439036341,0.1948051948051949,0.0,0.16116107754293252
